cust_id,DOB,Customer Year,Customer Age,Gender,City,Cat _SubCat
269233,20-12-1981,1981,32,M,9,Books  Fiction
269233,20-12-1981,1981,32,M,9,Books  Fiction
269233,20-12-1981,1981,31,M,9,Books  Comics
269233,20-12-1981,1981,31,M,9,Electronics  Mobiles
269233,20-12-1981,1981,30,M,9,Home and kitchen  Tools
269233,20-12-1981,1981,30,M,9,Clothing  Mens
269233,20-12-1981,1981,30,M,9,Footwear  Women
269233,20-12-1981,1981,30,M,9,Footwear  Women
269234,16-03-1984,1984,29,F,6,Books  DIY
269235,22-10-1970,1970,43,F,4,Home and kitchen  Furnishing
269235,22-10-1970,1970,42,F,4,Books  Fiction
269235,22-10-1970,1970,42,F,4,Books  Fiction
269235,22-10-1970,1970,42,F,4,Books  Fiction
269235,22-10-1970,1970,42,F,4,Clothing  Mens
269235,22-10-1970,1970,42,F,4,Books  DIY
269235,22-10-1970,1970,42,F,4,Home and kitchen  Kitchen
269235,22-10-1970,1970,42,F,4,Home and kitchen  Kitchen
269235,22-10-1970,1970,41,F,4,Books  Comics
269235,22-10-1970,1970,41,F,4,Electronics  Audio and video
269236,09-11-1978,1978,35,M,1,Books  Comics
269236,09-11-1978,1978,35,M,1,Clothing  Kids
269236,09-11-1978,1978,34,M,1,Books  Non-Fiction
269236,09-11-1978,1978,34,M,1,Books  Non-Fiction
269236,09-11-1978,1978,34,M,1,Electronics  Audio and video
269236,09-11-1978,1978,33,M,1,Home and kitchen  Kitchen
269236,09-11-1978,1978,33,M,1,Footwear  Women
269237,15-05-1990,1990,23,F,1,Books  Non-Fiction
269237,15-05-1990,1990,22,F,1,Electronics  Audio and video
269239,12-04-1983,1983,30,F,7,Home and kitchen  Tools
269239,12-04-1983,1983,29,F,7,Bags  Women
269239,12-04-1983,1983,29,F,7,Electronics  Cameras
269240,10-03-1992,1992,21,F,9,Electronics  Mobiles
269240,10-03-1992,1992,21,F,9,Electronics  Mobiles
269240,10-03-1992,1992,21,F,9,Books  Children
269240,10-03-1992,1992,19,F,9,Home and kitchen  Bath
269241,09-10-1992,1992,21,F,4,Electronics  Computers
269241,09-10-1992,1992,21,F,4,Electronics  Cameras
269241,09-10-1992,1992,20,F,4,Electronics  Mobiles
269241,09-10-1992,1992,20,F,4,Electronics  Mobiles
269241,09-10-1992,1992,19,F,4,Books  Children
269241,09-10-1992,1992,19,F,4,Home and kitchen  Furnishing
269241,09-10-1992,1992,19,F,4,Clothing  Kids
269242,23-03-1982,1982,31,F,1,Clothing  Women
269242,23-03-1982,1982,31,F,1,Electronics  Audio and video
269243,25-11-1970,1970,43,F,7,Home and kitchen  Tools
269243,25-11-1970,1970,42,F,7,Electronics  Audio and video
269244,08-08-1971,1971,42,F,8,Books  Non-Fiction
269244,08-08-1971,1971,42,F,8,Home and kitchen  Kitchen
269244,08-08-1971,1971,42,F,8,Electronics  Mobiles
269245,20-05-1971,1971,42,M,4,Home and kitchen  Furnishing
269245,20-05-1971,1971,42,M,4,Electronics  Mobiles
269245,20-05-1971,1971,42,M,4,Electronics  Mobiles
269245,20-05-1971,1971,42,M,4,Books  Fiction
269245,20-05-1971,1971,42,M,4,Home and kitchen  Tools
269245,20-05-1971,1971,41,M,4,Footwear  Kids
269245,20-05-1971,1971,41,M,4,Footwear  Kids
269245,20-05-1971,1971,41,M,4,Footwear  Mens
269245,20-05-1971,1971,40,M,4,Clothing  Mens
269245,20-05-1971,1971,40,M,4,Clothing  Mens
269245,20-05-1971,1971,40,M,4,Clothing  Women
269245,20-05-1971,1971,40,M,4,Books  Academic
269246,29-04-1992,1992,20,M,5,Books  Comics
269246,29-04-1992,1992,20,M,5,Home and kitchen  Bath
269246,29-04-1992,1992,20,M,5,Electronics  Cameras
269249,14-06-1991,1991,22,M,2,Books  Academic
269249,14-06-1991,1991,21,M,2,Books  Comics
269249,14-06-1991,1991,21,M,2,Home and kitchen  Bath
269249,14-06-1991,1991,21,M,2,Home and kitchen  Furnishing
269249,14-06-1991,1991,21,M,2,Clothing  Kids
269250,03-08-1984,1984,28,M,5,Electronics  Audio and video
269250,03-08-1984,1984,28,M,5,Books  Academic
269250,03-08-1984,1984,28,M,5,Books  Academic
269250,03-08-1984,1984,27,M,5,Home and kitchen  Tools
269252,17-07-1988,1988,25,F,3,Books  Non-Fiction
269252,17-07-1988,1988,24,F,3,Clothing  Kids
269252,17-07-1988,1988,24,F,3,Electronics  Computers
269253,12-06-1977,1977,36,M,2,Footwear  Women
269253,12-06-1977,1977,36,M,2,Footwear  Women
269253,12-06-1977,1977,36,M,2,Clothing  Kids
269253,12-06-1977,1977,35,M,2,Footwear  Women
269253,12-06-1977,1977,35,M,2,Electronics  Mobiles
269253,12-06-1977,1977,35,M,2,Books  Children
269253,12-06-1977,1977,35,M,2,Footwear  Mens
269253,12-06-1977,1977,35,M,2,Footwear  Mens
269254,27-05-1979,1979,34,F,7,Electronics  Mobiles
269254,27-05-1979,1979,34,F,7,Home and kitchen  Furnishing
269254,27-05-1979,1979,33,F,7,Clothing  Women
269254,27-05-1979,1979,32,F,7,Electronics  Personal Appliances
269256,13-12-1981,1981,32,F,6,Electronics  Mobiles
269257,13-09-1988,1988,25,M,4,Electronics  Mobiles
269257,13-09-1988,1988,25,M,4,Electronics  Computers
269257,13-09-1988,1988,24,M,4,Clothing  Mens
269257,13-09-1988,1988,24,M,4,Home and kitchen  Furnishing
269257,13-09-1988,1988,23,M,4,Books  Non-Fiction
269259,14-05-1973,1973,40,F,7,Electronics  Computers
269259,14-05-1973,1973,40,F,7,Clothing  Kids
269259,14-05-1973,1973,39,F,7,Books  Fiction
269260,12-11-1981,1981,31,F,5,Electronics  Computers
269260,12-11-1981,1981,31,F,5,Bags  Mens
269260,12-11-1981,1981,31,F,5,Bags  Mens
269260,12-11-1981,1981,31,F,5,Home and kitchen  Tools
269260,12-11-1981,1981,30,F,5,Home and kitchen  Bath
269260,12-11-1981,1981,30,F,5,Bags  Women
269260,12-11-1981,1981,30,F,5,Home and kitchen  Furnishing
269260,12-11-1981,1981,30,F,5,Home and kitchen  Furnishing
269261,27-12-1971,1971,42,F,7,Books  Fiction
269261,27-12-1971,1971,42,F,7,Books  Comics
269261,27-12-1971,1971,41,F,7,Footwear  Women
269261,27-12-1971,1971,41,F,7,Bags  Mens
269261,27-12-1971,1971,41,F,7,Home and kitchen  Bath
269261,27-12-1971,1971,40,F,7,Clothing  Mens
269264,16-06-1992,1992,21,F,6,Clothing  Kids
269264,16-06-1992,1992,21,F,6,Footwear  Women
269264,16-06-1992,1992,21,F,6,Books  Children
269264,16-06-1992,1992,21,F,6,Books  Academic
269264,16-06-1992,1992,19,F,6,Electronics  Cameras
269264,16-06-1992,1992,19,F,6,Footwear  Kids
269264,16-06-1992,1992,19,F,6,Books  DIY
269266,08-02-1975,1975,38,F,9,Bags  Mens
269266,08-02-1975,1975,38,F,9,Books  Academic
269266,08-02-1975,1975,38,F,9,Books  Academic
269266,08-02-1975,1975,36,F,9,Clothing  Women
269266,08-02-1975,1975,36,F,9,Electronics  Personal Appliances
269266,08-02-1975,1975,36,F,9,Clothing  Mens
269266,08-02-1975,1975,36,F,9,Clothing  Mens
269266,08-02-1975,1975,36,F,9,Home and kitchen  Kitchen
269267,16-11-1980,1980,33,M,7,Bags  Women
269267,16-11-1980,1980,32,M,7,Books  Children
269267,16-11-1980,1980,32,M,7,Books  Children
269267,16-11-1980,1980,32,M,7,Books  Children
269267,16-11-1980,1980,31,M,7,Clothing  Women
269268,11-12-1987,1987,26,M,5,Home and kitchen  Tools
269268,11-12-1987,1987,24,M,5,Clothing  Women
269269,04-02-1981,1981,32,M,1,Electronics  Cameras
269269,04-02-1981,1981,31,M,1,Books  Fiction
269269,04-02-1981,1981,31,M,1,Books  Fiction
269269,04-02-1981,1981,31,M,1,Books  Fiction
269269,04-02-1981,1981,30,M,1,Home and kitchen  Bath
269269,04-02-1981,1981,30,M,1,Footwear  Kids
269270,15-05-1984,1984,29,F,10,Home and kitchen  Bath
269270,15-05-1984,1984,28,F,10,Books  Academic
269270,15-05-1984,1984,28,F,10,Books  Academic
269270,15-05-1984,1984,27,F,10,Electronics  Mobiles
269271,12-05-1970,1970,42,F,5,Electronics  Mobiles
269271,12-05-1970,1970,41,F,5,Bags  Women
269273,13-03-1986,1986,27,F,7,Home and kitchen  Tools
269273,13-03-1986,1986,27,F,7,Clothing  Mens
269273,13-03-1986,1986,27,F,7,Clothing  Mens
269273,13-03-1986,1986,26,F,7,Books  Children
269274,18-09-1983,1983,30,F,4,Bags  Mens
269274,18-09-1983,1983,30,F,4,Footwear  Mens
269274,18-09-1983,1983,28,F,4,Electronics  Cameras
269275,07-05-1980,1980,33,M,3,Clothing  Mens
269275,07-05-1980,1980,31,M,3,Home and kitchen  Furnishing
269275,07-05-1980,1980,31,M,3,Electronics  Mobiles
269277,09-12-1992,1992,20,F,2,Home and kitchen  Tools
269277,09-12-1992,1992,19,F,2,Electronics  Personal Appliances
269279,10-11-1973,1973,40,M,3,Home and kitchen  Kitchen
269279,10-11-1973,1973,40,M,3,Books  Children
269279,10-11-1973,1973,39,M,3,Books  Fiction
269279,10-11-1973,1973,39,M,3,Clothing  Women
269279,10-11-1973,1973,38,M,3,Home and kitchen  Tools
269279,10-11-1973,1973,38,M,3,Bags  Mens
269279,10-11-1973,1973,38,M,3,Books  Fiction
269281,09-07-1982,1982,31,M,9,Books  DIY
269282,09-10-1973,1973,38,M,2,Bags  Women
269282,09-10-1973,1973,38,M,2,Footwear  Mens
269282,09-10-1973,1973,38,M,2,Books  Children
269283,01-09-1974,1974,39,F,3,Footwear  Mens
269283,01-09-1974,1974,39,F,3,Books  DIY
269283,01-09-1974,1974,39,F,3,Electronics  Computers
269283,01-09-1974,1974,38,F,3,Footwear  Women
269283,01-09-1974,1974,38,F,3,Books  Academic
269285,04-02-1974,1974,39,F,7,Electronics  Computers
269285,04-02-1974,1974,38,F,7,Books  Non-Fiction
269286,24-03-1986,1986,27,M,1,Home and kitchen  Furnishing
269286,24-03-1986,1986,26,M,1,Footwear  Mens
269286,24-03-1986,1986,25,M,1,Books  Fiction
269291,17-04-1974,1974,38,F,4,Books  DIY
269291,17-04-1974,1974,37,F,4,Clothing  Kids
269291,17-04-1974,1974,37,F,4,Clothing  Kids
269291,17-04-1974,1974,37,F,4,Books  Children
269291,17-04-1974,1974,37,F,4,Books  Non-Fiction
269291,17-04-1974,1974,37,F,4,Books  Non-Fiction
269291,17-04-1974,1974,37,F,4,Electronics  Cameras
269292,22-09-1983,1983,30,F,5,Home and kitchen  Kitchen
269292,22-09-1983,1983,28,F,5,Books  Academic
269293,27-11-1983,1983,30,M,2,Books  Academic
269293,27-11-1983,1983,29,M,2,Books  Comics
269293,27-11-1983,1983,29,M,2,Footwear  Kids
269293,27-11-1983,1983,28,M,2,Books  Children
269296,12-08-1987,1987,25,F,3,Home and kitchen  Bath
269296,12-08-1987,1987,24,F,3,Books  Children
269296,12-08-1987,1987,24,F,3,Books  Non-Fiction
269296,12-08-1987,1987,24,F,3,Books  Non-Fiction
269297,06-03-1972,1972,41,M,6,Home and kitchen  Tools
269297,06-03-1972,1972,40,M,6,Electronics  Mobiles
269297,06-03-1972,1972,40,M,6,Electronics  Personal Appliances
269297,06-03-1972,1972,39,M,6,Electronics  Mobiles
269299,24-08-1974,1974,38,F,6,Home and kitchen  Bath
269299,24-08-1974,1974,38,F,6,Home and kitchen  Bath
269299,24-08-1974,1974,37,F,6,Books  Fiction
269299,24-08-1974,1974,37,F,6,Electronics  Computers
269299,24-08-1974,1974,37,F,6,Electronics  Computers
269300,21-06-1991,1991,22,M,7,Home and kitchen  Furnishing
269300,21-06-1991,1991,21,M,7,Books  Non-Fiction
269300,21-06-1991,1991,21,M,7,Books  Fiction
269300,21-06-1991,1991,20,M,7,Books  Academic
269301,12-12-1982,1982,31,F,1,Books  Non-Fiction
269301,12-12-1982,1982,31,F,1,Books  Fiction
269301,12-12-1982,1982,29,F,1,Electronics  Computers
269301,12-12-1982,1982,29,F,1,Footwear  Women
269301,12-12-1982,1982,29,F,1,Footwear  Women
269302,03-08-1984,1984,29,F,4,Home and kitchen  Furnishing
269302,03-08-1984,1984,29,F,4,Footwear  Kids
269302,03-08-1984,1984,27,F,4,Electronics  Cameras
269303,03-03-1982,1982,31,F,2,Books  Fiction
269303,03-03-1982,1982,30,F,2,Home and kitchen  Bath
269304,14-02-1987,1987,26,F,5,Books  Academic
269304,14-02-1987,1987,26,F,5,Books  Academic
269304,14-02-1987,1987,26,F,5,Home and kitchen  Tools
269304,14-02-1987,1987,26,F,5,Bags  Mens
269304,14-02-1987,1987,24,F,5,Clothing  Kids
269304,14-02-1987,1987,24,F,5,Electronics  Mobiles
269304,14-02-1987,1987,24,F,5,Electronics  Personal Appliances
269304,14-02-1987,1987,24,F,5,Footwear  Mens
269304,14-02-1987,1987,24,F,5,Electronics  Computers
269304,14-02-1987,1987,24,F,5,Electronics  Computers
269305,19-03-1980,1980,33,M,8,Electronics  Cameras
269305,19-03-1980,1980,33,M,8,Books  DIY
269305,19-03-1980,1980,31,M,8,Books  Academic
269306,11-03-1973,1973,40,M,6,Books  Comics
269306,11-03-1973,1973,40,M,6,Books  Comics
269306,11-03-1973,1973,40,M,6,Electronics  Personal Appliances
269306,11-03-1973,1973,39,M,6,Footwear  Kids
269306,11-03-1973,1973,39,M,6,Books  Comics
269307,03-09-1975,1975,38,M,1,Bags  Mens
269307,03-09-1975,1975,38,M,1,Bags  Mens
269307,03-09-1975,1975,38,M,1,Home and kitchen  Kitchen
269307,03-09-1975,1975,37,M,1,Home and kitchen  Bath
269307,03-09-1975,1975,37,M,1,Electronics  Computers
269307,03-09-1975,1975,36,M,1,Books  Children
269307,03-09-1975,1975,36,M,1,Electronics  Computers
269307,03-09-1975,1975,36,M,1,Electronics  Computers
269308,05-08-1990,1990,23,F,2,Bags  Women
269308,05-08-1990,1990,21,F,2,Clothing  Women
269310,06-08-1972,1972,41,M,4,Books  DIY
269310,06-08-1972,1972,40,M,4,Books  Academic
269310,06-08-1972,1972,40,M,4,Bags  Mens
269310,06-08-1972,1972,39,M,4,Bags  Mens
269311,01-10-1977,1977,36,F,2,Books  Fiction
269311,01-10-1977,1977,36,F,2,Electronics  Cameras
269311,01-10-1977,1977,36,F,2,Electronics  Cameras
269311,01-10-1977,1977,35,F,2,Clothing  Mens
269311,01-10-1977,1977,34,F,2,Electronics  Mobiles
269313,19-04-1985,1985,28,F,8,Clothing  Kids
269313,19-04-1985,1985,27,F,8,Electronics  Personal Appliances
269313,19-04-1985,1985,27,F,8,Electronics  Computers
269315,12-08-1971,1971,41,M,2,Books  Fiction
269315,12-08-1971,1971,40,M,2,Books  Children
269315,12-08-1971,1971,40,M,2,Home and kitchen  Bath
269316,02-01-1981,1981,32,M,8,Bags  Women
269316,02-01-1981,1981,32,M,8,Bags  Mens
269316,02-01-1981,1981,30,M,8,Home and kitchen  Furnishing
269318,26-02-1982,1982,31,M,4,Books  Fiction
269318,26-02-1982,1982,31,M,4,Books  Fiction
269318,26-02-1982,1982,30,M,4,Electronics  Audio and video
269318,26-02-1982,1982,30,M,4,Electronics  Personal Appliances
269318,26-02-1982,1982,30,M,4,Books  DIY
269318,26-02-1982,1982,30,M,4,Home and kitchen  Tools
269318,26-02-1982,1982,29,M,4,Books  Fiction
269320,29-06-1981,1981,32,F,3,Electronics  Personal Appliances
269320,29-06-1981,1981,32,F,3,Electronics  Cameras
269320,29-06-1981,1981,31,F,3,Books  Academic
269320,29-06-1981,1981,31,F,3,Electronics  Personal Appliances
269320,29-06-1981,1981,31,F,3,Books  DIY
269320,29-06-1981,1981,30,F,3,Electronics  Audio and video
269320,29-06-1981,1981,30,F,3,Bags  Women
269320,29-06-1981,1981,30,F,3,Electronics  Personal Appliances
269324,10-12-1987,1987,24,M,7,Clothing  Kids
269325,14-04-1991,1991,21,M,10,Electronics  Audio and video
269325,14-04-1991,1991,21,M,10,Electronics  Audio and video
269325,14-04-1991,1991,20,M,10,Bags  Women
269325,14-04-1991,1991,20,M,10,Footwear  Mens
269326,26-08-1988,1988,25,F,6,Books  Children
269326,26-08-1988,1988,23,F,6,Books  Fiction
269327,07-07-1980,1980,33,F,9,Bags  Mens
269327,07-07-1980,1980,33,F,9,Home and kitchen  Bath
269327,07-07-1980,1980,32,F,9,Footwear  Kids
269327,07-07-1980,1980,31,F,9,Home and kitchen  Furnishing
269327,07-07-1980,1980,31,F,9,Home and kitchen  Furnishing
269327,07-07-1980,1980,31,F,9,Electronics  Audio and video
269328,28-09-1977,1977,36,M,7,Clothing  Mens
269328,28-09-1977,1977,36,M,7,Books  DIY
269328,28-09-1977,1977,35,M,7,Electronics  Audio and video
269328,28-09-1977,1977,35,M,7,Home and kitchen  Bath
269329,21-07-1981,1981,32,M,4,Books  Children
269329,21-07-1981,1981,32,M,4,Books  Non-Fiction
269329,21-07-1981,1981,30,M,4,Electronics  Audio and video
269329,21-07-1981,1981,30,M,4,Footwear  Mens
269330,04-01-1979,1979,33,M,7,Home and kitchen  Tools
269330,04-01-1979,1979,33,M,7,Electronics  Computers
269330,04-01-1979,1979,32,M,7,Home and kitchen  Kitchen
269330,04-01-1979,1979,32,M,7,Home and kitchen  Furnishing
269330,04-01-1979,1979,32,M,7,Books  Fiction
269330,04-01-1979,1979,32,M,7,Electronics  Computers
269331,17-09-1982,1982,31,M,5,Books  Non-Fiction
269331,17-09-1982,1982,31,M,5,Books  Non-Fiction
269331,17-09-1982,1982,31,M,5,Books  Academic
269331,17-09-1982,1982,30,M,5,Books  Fiction
269331,17-09-1982,1982,30,M,5,Footwear  Women
269331,17-09-1982,1982,29,M,5,Electronics  Cameras
269332,23-01-1979,1979,34,M,5,Books  Children
269332,23-01-1979,1979,34,M,5,Home and kitchen  Kitchen
269332,23-01-1979,1979,33,M,5,Footwear  Women
269332,23-01-1979,1979,33,M,5,Electronics  Computers
269332,23-01-1979,1979,32,M,5,Home and kitchen  Tools
269333,10-04-1979,1979,34,F,5,Home and kitchen  Kitchen
269333,10-04-1979,1979,34,F,5,Home and kitchen  Kitchen
269333,10-04-1979,1979,34,F,5,Books  Non-Fiction
269333,10-04-1979,1979,32,F,5,Books  Non-Fiction
269334,19-09-1978,1978,35,M,9,Books  DIY
269336,13-12-1975,1975,38,F,5,Books  Children
269336,13-12-1975,1975,37,F,5,Footwear  Mens
269337,05-06-1985,1985,27,M,3,Books  Academic
269337,05-06-1985,1985,27,M,3,Books  Academic
269337,05-06-1985,1985,27,M,3,Electronics  Personal Appliances
269337,05-06-1985,1985,27,M,3,Electronics  Computers
269338,09-04-1985,1985,27,F,8,Books  Children
269338,09-04-1985,1985,27,F,8,Electronics  Personal Appliances
269338,09-04-1985,1985,26,F,8,Electronics  Audio and video
269338,09-04-1985,1985,26,F,8,Electronics  Audio and video
269338,09-04-1985,1985,26,F,8,Clothing  Mens
269340,03-10-1988,1988,25,M,6,Electronics  Personal Appliances
269340,03-10-1988,1988,24,M,6,Home and kitchen  Furnishing
269345,26-06-1970,1970,42,F,10,Bags  Women
269345,26-06-1970,1970,42,F,10,Bags  Women
269345,26-06-1970,1970,41,F,10,Books  DIY
269345,26-06-1970,1970,41,F,10,Clothing  Women
269345,26-06-1970,1970,41,F,10,Books  Academic
269345,26-06-1970,1970,41,F,10,Bags  Women
269348,10-02-1989,1989,24,M,9,Books  Academic
269348,10-02-1989,1989,24,M,9,Home and kitchen  Furnishing
269348,10-02-1989,1989,24,M,9,Electronics  Computers
269348,10-02-1989,1989,22,M,9,Footwear  Kids
269350,04-04-1989,1989,23,F,5,Electronics  Cameras
269350,04-04-1989,1989,23,F,5,Footwear  Mens
269350,04-04-1989,1989,22,F,5,Electronics  Mobiles
269350,04-04-1989,1989,22,F,5,Home and kitchen  Furnishing
269351,13-09-1982,1982,30,M,4,Clothing  Women
269351,13-09-1982,1982,29,M,4,Electronics  Audio and video
269352,03-01-1973,1973,40,F,3,Books  DIY
269352,03-01-1973,1973,39,F,3,Footwear  Mens
269352,03-01-1973,1973,39,F,3,Books  Fiction
269352,03-01-1973,1973,38,F,3,Electronics  Personal Appliances
269354,14-10-1986,1986,25,F,7,Footwear  Women
269354,14-10-1986,1986,25,F,7,Books  DIY
269355,28-12-1980,1980,33,F,10,Clothing  Women
269355,28-12-1980,1980,33,F,10,Electronics  Cameras
269355,28-12-1980,1980,32,F,10,Bags  Women
269355,28-12-1980,1980,31,F,10,Electronics  Audio and video
269355,28-12-1980,1980,31,F,10,Bags  Mens
269355,28-12-1980,1980,31,F,10,Electronics  Computers
269356,01-05-1989,1989,24,M,6,Clothing  Women
269356,01-05-1989,1989,24,M,6,Clothing  Mens
269356,01-05-1989,1989,23,M,6,Electronics  Mobiles
269356,01-05-1989,1989,22,M,6,Electronics  Computers
269357,08-07-1971,1971,41,M,9,Home and kitchen  Tools
269357,08-07-1971,1971,41,M,9,Footwear  Women
269357,08-07-1971,1971,41,M,9,Clothing  Kids
269357,08-07-1971,1971,40,M,9,Clothing  Women
269360,20-11-1977,1977,36,F,6,Footwear  Mens
269360,20-11-1977,1977,35,F,6,Footwear  Women
269361,09-07-1973,1973,40,F,10,Electronics  Audio and video
269361,09-07-1973,1973,40,F,10,Clothing  Women
269361,09-07-1973,1973,40,F,10,Books  DIY
269361,09-07-1973,1973,40,F,10,Books  DIY
269361,09-07-1973,1973,39,F,10,Footwear  Women
269361,09-07-1973,1973,39,F,10,Home and kitchen  Bath
269361,09-07-1973,1973,38,F,10,Books  Non-Fiction
269361,09-07-1973,1973,38,F,10,Electronics  Audio and video
269362,18-08-1984,1984,29,M,1,Clothing  Mens
269362,18-08-1984,1984,29,M,1,Clothing  Mens
269362,18-08-1984,1984,28,M,1,Clothing  Mens
269362,18-08-1984,1984,27,M,1,Books  DIY
269363,22-06-1980,1980,33,F,1,Books  Fiction
269363,22-06-1980,1980,33,F,1,Clothing  Women
269363,22-06-1980,1980,33,F,1,Home and kitchen  Bath
269363,22-06-1980,1980,32,F,1,Home and kitchen  Tools
269365,26-04-1992,1992,21,M,8,Books  DIY
269365,26-04-1992,1992,21,M,8,Clothing  Women
269365,26-04-1992,1992,21,M,8,Books  Non-Fiction
269365,26-04-1992,1992,21,M,8,Electronics  Computers
269365,26-04-1992,1992,21,M,8,Home and kitchen  Tools
269365,26-04-1992,1992,19,M,8,Clothing  Mens
269366,07-05-1975,1975,38,F,3,Clothing  Women
269366,07-05-1975,1975,37,F,3,Books  Non-Fiction
269366,07-05-1975,1975,37,F,3,Footwear  Mens
269367,20-04-1980,1980,33,M,4,Home and kitchen  Kitchen
269367,20-04-1980,1980,33,M,4,Home and kitchen  Bath
269367,20-04-1980,1980,32,M,4,Clothing  Women
269367,20-04-1980,1980,32,M,4,Bags  Women
269367,20-04-1980,1980,32,M,4,Clothing  Women
269367,20-04-1980,1980,32,M,4,Home and kitchen  Bath
269368,22-12-1979,1979,34,F,9,Books  Fiction
269368,22-12-1979,1979,33,F,9,Books  Comics
269368,22-12-1979,1979,32,F,9,Books  Non-Fiction
269370,12-03-1987,1987,26,F,6,Home and kitchen  Furnishing
269370,12-03-1987,1987,26,F,6,Footwear  Women
269370,12-03-1987,1987,26,F,6,Books  DIY
269370,12-03-1987,1987,26,F,6,Clothing  Women
269370,12-03-1987,1987,26,F,6,Clothing  Women
269370,12-03-1987,1987,25,F,6,Books  Comics
269372,12-08-1980,1980,33,M,6,Home and kitchen  Tools
269372,12-08-1980,1980,33,M,6,Home and kitchen  Tools
269372,12-08-1980,1980,32,M,6,Home and kitchen  Furnishing
269372,12-08-1980,1980,32,M,6,Home and kitchen  Furnishing
269373,08-07-1983,1983,30,F,3,Clothing  Kids
269373,08-07-1983,1983,29,F,3,Books  DIY
269373,08-07-1983,1983,28,F,3,Clothing  Kids
269375,19-03-1992,1992,21,F,7,Bags  Women
269375,19-03-1992,1992,19,F,7,Books  Fiction
269375,19-03-1992,1992,19,F,7,Home and kitchen  Bath
269375,19-03-1992,1992,19,F,7,Clothing  Kids
269376,02-04-1973,1973,39,F,8,Books  Academic
269376,02-04-1973,1973,38,F,8,Footwear  Women
269376,02-04-1973,1973,38,F,8,Footwear  Women
269377,13-07-1980,1980,32,M,7,Footwear  Mens
269377,13-07-1980,1980,32,M,7,Electronics  Computers
269377,13-07-1980,1980,32,M,7,Footwear  Women
269377,13-07-1980,1980,32,M,7,Books  Comics
269377,13-07-1980,1980,31,M,7,Electronics  Mobiles
269377,13-07-1980,1980,31,M,7,Electronics  Mobiles
269382,12-09-1972,1972,41,F,1,Home and kitchen  Tools
269382,12-09-1972,1972,39,F,1,Footwear  Kids
269385,03-03-1981,1981,32,M,2,Electronics  Audio and video
269385,03-03-1981,1981,32,M,2,Home and kitchen  Bath
269385,03-03-1981,1981,31,M,2,Books  Comics
269386,21-06-1980,1980,33,M,5,Electronics  Cameras
269386,21-06-1980,1980,32,M,5,Electronics  Personal Appliances
269386,21-06-1980,1980,32,M,5,Clothing  Kids
269387,03-02-1990,1990,23,F,10,Electronics  Personal Appliances
269387,03-02-1990,1990,23,F,10,Electronics  Cameras
269387,03-02-1990,1990,23,F,10,Electronics  Cameras
269387,03-02-1990,1990,23,F,10,Clothing  Women
269387,03-02-1990,1990,23,F,10,Bags  Women
269387,03-02-1990,1990,22,F,10,Electronics  Cameras
269387,03-02-1990,1990,22,F,10,Home and kitchen  Kitchen
269387,03-02-1990,1990,21,F,10,Electronics  Computers
269387,03-02-1990,1990,21,F,10,Clothing  Kids
269388,14-11-1975,1975,38,M,3,Home and kitchen  Kitchen
269388,14-11-1975,1975,38,M,3,Bags  Mens
269388,14-11-1975,1975,38,M,3,Home and kitchen  Tools
269388,14-11-1975,1975,38,M,3,Home and kitchen  Tools
269388,14-11-1975,1975,37,M,3,Books  Children
269388,14-11-1975,1975,36,M,3,Clothing  Women
269388,14-11-1975,1975,36,M,3,Clothing  Women
269388,14-11-1975,1975,36,M,3,Clothing  Women
269388,14-11-1975,1975,36,M,3,Footwear  Women
269390,28-11-1980,1980,33,M,3,Books  Comics
269390,28-11-1980,1980,32,M,3,Electronics  Audio and video
269390,28-11-1980,1980,32,M,3,Electronics  Audio and video
269390,28-11-1980,1980,32,M,3,Footwear  Mens
269390,28-11-1980,1980,32,M,3,Electronics  Cameras
269392,02-08-1976,1976,37,M,2,Home and kitchen  Bath
269392,02-08-1976,1976,36,M,2,Electronics  Mobiles
269392,02-08-1976,1976,36,M,2,Electronics  Mobiles
269392,02-08-1976,1976,36,M,2,Books  Fiction
269392,02-08-1976,1976,36,M,2,Electronics  Audio and video
269392,02-08-1976,1976,36,M,2,Clothing  Mens
269393,24-08-1990,1990,23,M,1,Books  Fiction
269393,24-08-1990,1990,22,M,1,Footwear  Kids
269394,09-12-1980,1980,33,M,4,Electronics  Cameras
269394,09-12-1980,1980,32,M,4,Electronics  Mobiles
269394,09-12-1980,1980,32,M,4,Home and kitchen  Tools
269394,09-12-1980,1980,31,M,4,Electronics  Personal Appliances
269395,27-03-1981,1981,32,F,1,Books  DIY
269395,27-03-1981,1981,32,F,1,Books  DIY
269395,27-03-1981,1981,31,F,1,Books  Comics
269396,25-11-1971,1971,42,M,3,Electronics  Personal Appliances
269396,25-11-1971,1971,40,M,3,Books  Non-Fiction
269396,25-11-1971,1971,40,M,3,Home and kitchen  Furnishing
269399,12-05-1978,1978,35,F,6,Books  Fiction
269399,12-05-1978,1978,35,F,6,Bags  Mens
269399,12-05-1978,1978,33,F,6,Home and kitchen  Furnishing
269399,12-05-1978,1978,33,F,6,Bags  Mens
269400,09-10-1990,1990,23,F,3,Electronics  Mobiles
269400,09-10-1990,1990,23,F,3,Bags  Women
269400,09-10-1990,1990,22,F,3,Books  Non-Fiction
